,Model,Target,identity(%),positive(%),coverage(%),identity(-misres)(%),positive(-misres)(%),coverage(-misres)(%),DOPE,SOAP,SBROD,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,P3CMQA,DeepAccNet,DeepAccNet-Bert
14533,4WLH_A_3AOV_A_3_4,4WLH_A,0.18009478672985782,0.3862559241706161,0.985781990521327,0.18009478672985782,0.3862559241706161,0.985781990521327,45873.08203125,115241.7265625,1.58189750848,0.4660439999999999,0.620387,0.712896,0.651213,0.5559138059616089,0.336181640625,0.412109375
14534,4WLH_A_1B5P_A_1_1,4WLH_A,0.2938388625592417,0.4644549763033176,0.9218009478672986,0.2938388625592417,0.4644549763033176,0.9218009478672986,44272.10546875,57909.88671875,1.5997233030700002,0.494151,0.618149,0.712173,0.598531,0.6977349519729614,0.3798828125,0.4521484375
14535,4WLH_A_6F77_A_2_4,4WLH_A,0.25118483412322273,0.4360189573459716,0.9360189573459716,0.25118483412322273,0.4360189573459716,0.9360189573459716,46983.8203125,76388.515625,1.6690319489899998,0.488622,0.661583,0.700818,0.6443989999999999,0.7183660268783569,0.384521484375,0.4765625
14536,4WLH_A_4FL0_A_3_1,4WLH_A,0.19194312796208526,0.3459715639810427,0.990521327014218,0.19194312796208526,0.3459715639810427,0.990521327014218,44727.58203125,86164.4140625,1.5623205621,0.402355,0.582933,0.639893,0.587267,0.5788856148719788,0.3671875,0.4296875
14537,4WLH_A_2O1B_A_3_4,4WLH_A,0.17061611374407584,0.3649289099526066,0.9739336492890996,0.17061611374407584,0.3625592417061612,0.9739336492890996,45806.50390625,83904.84375,1.5919840276100001,0.474883,0.654201,0.662984,0.603657,0.6913034319877625,0.34765625,0.443603515625
14538,4WLH_A_1O4S_A_1_5,4WLH_A,0.2559241706161137,0.4265402843601896,0.8459715639810427,0.2559241706161137,0.4265402843601896,0.8459715639810427,38043.09375,-18950.740234375,1.56158987694,0.3274019999999999,0.4764609999999999,0.5439470000000001,0.479354,0.5414088368415833,0.35107421875,0.407958984375
14539,4WLH_A_6L1L_A_2_4,4WLH_A,0.1895734597156398,0.3625592417061612,0.9265402843601896,0.1895734597156398,0.3625592417061612,0.9265402843601896,44787.76953125,95685.765625,1.63644202981,0.48273,0.6456890000000001,0.72697,0.621437,0.7185912132263184,0.38427734375,0.45068359375
14540,4WLH_A_5WMK_A_1_5,4WLH_A,0.26303317535545023,0.4289099526066351,0.919431279620853,0.26303317535545023,0.4289099526066351,0.919431279620853,47498.4921875,114267.0703125,1.65565230525,0.490642,0.653517,0.7521680000000001,0.662347,0.7460379004478455,0.417724609375,0.49365234375
14541,4WLH_A_1J32_A_2_3,4WLH_A,0.2464454976303317,0.4383886255924169,0.9360189573459716,0.2464454976303317,0.4383886255924169,0.9360189573459716,45703.609375,21055.24609375,1.6697972721399998,0.448603,0.605718,0.660046,0.608999,0.7119157910346985,0.360107421875,0.467529296875
14542,4WLH_A_1B5P_A_1_4,4WLH_A,0.2938388625592417,0.4644549763033176,0.9218009478672986,0.2938388625592417,0.4644549763033176,0.9218009478672986,44839.35546875,57613.21875,1.5976523796200002,0.444956,0.58363,0.681186,0.591413,0.7022814154624939,0.382080078125,0.46533203125
14543,4WLH_A_2Z61_A_2_3,4WLH_A,0.22748815165876776,0.4312796208530806,0.9763033175355451,0.22748815165876776,0.4312796208530806,0.9763033175355451,45771.79296875,131063.5546875,1.6284180046599999,0.514447,0.681349,0.7595,0.668161,0.7042497992515564,0.382080078125,0.4765625
14544,4WLH_A_4FL0_A_3_2,4WLH_A,0.19194312796208526,0.3459715639810427,0.990521327014218,0.19194312796208526,0.3459715639810427,0.990521327014218,43793.21875,73653.8671875,1.55717782164,0.398341,0.545844,0.578295,0.556666,0.5721492767333984,0.35400390625,0.420654296875
14545,4WLH_A_5WMK_A_1_2,4WLH_A,0.26303317535545023,0.4289099526066351,0.919431279620853,0.26303317535545023,0.4289099526066351,0.919431279620853,46833.90234375,112560.953125,1.66017312791,0.474537,0.611167,0.754042,0.6472760000000001,0.7491626739501953,0.396728515625,0.488525390625
14546,4WLH_A_3DYD_A_2_5,4WLH_A,0.1990521327014218,0.4052132701421801,0.9407582938388626,0.1990521327014218,0.4052132701421801,0.9407582938388626,44692.7890625,14001.7568359375,1.61450531524,0.44266300000000003,0.600079,0.646695,0.624781,0.6758067607879639,0.3515625,0.45068359375
14547,4WLH_A_1U08_A_3_3,4WLH_A,0.3033175355450237,0.4786729857819905,0.9810426540284359,0.3033175355450237,0.4786729857819905,0.9810426540284359,48276.76953125,155963.8125,1.67276512398,0.555438,0.7318680000000001,0.8115180000000001,0.727204,0.7934945821762085,0.485595703125,0.5234375
14548,4WLH_A_6F77_B_2_2,4WLH_A,0.24881516587677724,0.4336492890995261,0.9360189573459716,0.24881516587677724,0.4336492890995261,0.9360189573459716,45218.0,35860.02734375,1.64906848069,0.46480200000000005,0.6446850000000001,0.679044,0.632302,0.726233184337616,0.34033203125,0.4677734375
14549,4WLH_A_1DJU_A_3_5,4WLH_A,0.2677725118483412,0.462085308056872,0.9786729857819904,0.2654028436018957,0.4502369668246445,0.9786729857819904,47320.78515625,121256.3671875,1.6560405638299998,0.5201060000000001,0.698242,0.779877,0.7054520000000001,0.7867372632026672,0.451904296875,0.509765625
14550,4WLH_A_1U08_A_3_1,4WLH_A,0.3033175355450237,0.4786729857819905,0.9810426540284359,0.3033175355450237,0.4786729857819905,0.9810426540284359,49724.1171875,164894.703125,1.65678358139,0.557268,0.729796,0.820484,0.7378319999999999,0.8017395734786987,0.4921875,0.52294921875
14551,4WLH_A_1GD9_A_3_1,4WLH_A,0.2654028436018957,0.462085308056872,0.9786729857819904,0.2654028436018957,0.462085308056872,0.9786729857819904,49912.453125,117500.2578125,1.6562428723,0.541511,0.772838,0.79599,0.729498,0.8375572562217712,0.433837890625,0.5234375
14552,4WLH_A_1B5P_A_2_2,4WLH_A,0.2843601895734597,0.4668246445497629,0.9739336492890996,0.2843601895734597,0.4668246445497629,0.9739336492890996,48194.046875,128845.9375,1.6318223453100005,0.537507,0.716661,0.742572,0.6904170000000001,0.7662037014961243,0.431884765625,0.50537109375
14553,4WLH_A_1DJU_A_3_2,4WLH_A,0.2677725118483412,0.462085308056872,0.9786729857819904,0.2654028436018957,0.4502369668246445,0.9786729857819904,47396.1640625,131856.5625,1.65445291089,0.506662,0.704812,0.775476,0.697248,0.7723432183265686,0.439697265625,0.51171875
14554,4WLH_A_6F77_B_2_1,4WLH_A,0.24881516587677724,0.4336492890995261,0.9360189573459716,0.24881516587677724,0.4336492890995261,0.9360189573459716,46046.890625,22255.955078125,1.6591665751,0.459737,0.6412770000000001,0.705591,0.6299560000000001,0.7316358685493469,0.351318359375,0.46435546875
14555,4WLH_A_1YIZ_A_3_4,4WLH_A,0.4691943127962086,0.6374407582938388,0.9786729857819904,0.4691943127962086,0.6374407582938388,0.9786729857819904,51312.31640625,203213.171875,1.69503891102,0.584782,0.790014,0.8737370000000001,0.78685,0.9172442555427552,0.60546875,0.6201171875
14556,4WLH_A_1B5P_A_2_4,4WLH_A,0.2843601895734597,0.4668246445497629,0.9739336492890996,0.2843601895734597,0.4668246445497629,0.9739336492890996,48126.90625,142853.203125,1.6305039884499999,0.541841,0.747016,0.7615689999999999,0.705904,0.7724857330322266,0.427001953125,0.50537109375
14557,4WLH_A_2ZJG_A_3_4,4WLH_A,0.5213270142180095,0.6895734597156398,0.9810426540284359,0.5213270142180095,0.6895734597156398,0.9810426540284359,51785.16796875,214711.78125,1.70308335684,0.617783,0.789193,0.8986569999999999,0.803231,0.9180625677108764,0.64013671875,0.6494140625
14558,4WLH_A_1U08_A_2_3,4WLH_A,0.3009478672985782,0.4810426540284361,0.9810426540284359,0.3009478672985782,0.4810426540284361,0.9810426540284359,49490.90625,173752.171875,1.6838380526499999,0.545924,0.741887,0.792346,0.729785,0.8149554133415222,0.51025390625,0.53564453125
14559,4WLH_A_1U08_A_3_4,4WLH_A,0.3033175355450237,0.4786729857819905,0.9810426540284359,0.3033175355450237,0.4786729857819905,0.9810426540284359,49230.42578125,174000.078125,1.6519069686,0.553131,0.730304,0.822535,0.736528,0.7880841493606567,0.492919921875,0.5205078125
14560,4WLH_A_1GD9_A_2_5,4WLH_A,0.2606635071090048,0.4431279620853081,0.9312796208530806,0.2606635071090048,0.4431279620853081,0.9312796208530806,47848.14453125,23862.451171875,1.62437855635,0.504841,0.661329,0.730268,0.686654,0.7755593657493591,0.40771484375,0.50439453125
14561,4WLH_A_1GD9_A_3_4,4WLH_A,0.2654028436018957,0.462085308056872,0.9786729857819904,0.2654028436018957,0.462085308056872,0.9786729857819904,49731.5234375,116003.0234375,1.6386364661000001,0.55519,0.756329,0.8157810000000001,0.7428640000000001,0.8355575203895569,0.459716796875,0.5263671875
14562,4WLH_A_1B5P_A_3_4,4WLH_A,0.28199052132701424,0.4597156398104265,0.9739336492890996,0.28199052132701424,0.4597156398104265,0.9739336492890996,49206.55078125,136780.90625,1.6406153067500002,0.5597,0.7195010000000001,0.786665,0.721867,0.7828278541564941,0.43505859375,0.505859375
14563,4WLH_A_5VEH_A_2_1,4WLH_A,0.471563981042654,0.6374407582938388,0.9763033175355451,0.4691943127962086,0.6350710900473934,0.9763033175355451,52578.73828125,205898.484375,1.7116868114500001,0.633559,0.818842,0.900909,0.806247,0.9120877981185912,0.65576171875,0.634765625
14564,4WLH_A_1B5P_A_2_3,4WLH_A,0.2843601895734597,0.4668246445497629,0.9739336492890996,0.2843601895734597,0.4668246445497629,0.9739336492890996,48657.48046875,134729.578125,1.6715274130000002,0.5533600000000001,0.707647,0.7608090000000001,0.693222,0.784835159778595,0.409423828125,0.5009765625
14565,4WLH_A_1GD9_A_2_4,4WLH_A,0.2606635071090048,0.4431279620853081,0.9312796208530806,0.2606635071090048,0.4431279620853081,0.9312796208530806,47320.703125,4305.30859375,1.6224320394999998,0.527506,0.6969850000000001,0.772556,0.707549,0.7871417999267578,0.408203125,0.51025390625
14566,4WLH_A_6F77_B_2_3,4WLH_A,0.24881516587677724,0.4336492890995261,0.9360189573459716,0.24881516587677724,0.4336492890995261,0.9360189573459716,45558.98828125,38286.62890625,1.65381230975,0.4701439999999999,0.636375,0.708336,0.642879,0.705302894115448,0.3701171875,0.466064453125
14567,4WLH_A_1YIY_A_3_5,4WLH_A,0.471563981042654,0.6398104265402843,0.9786729857819904,0.471563981042654,0.6398104265402843,0.9786729857819904,51986.32421875,215183.25,1.70212136716,0.593657,0.78137,0.876928,0.794291,0.9163786768913268,0.63720703125,0.64013671875
14568,4WLH_A_1YIZ_A_3_5,4WLH_A,0.4691943127962086,0.6374407582938388,0.9786729857819904,0.4691943127962086,0.6374407582938388,0.9786729857819904,52022.79296875,204381.375,1.6840323170299998,0.584565,0.77608,0.86972,0.791041,0.9084361791610718,0.62548828125,0.63916015625
14569,4WLH_A_1YIZ_A_1_1,4WLH_A,0.471563981042654,0.6398104265402843,0.9763033175355451,0.471563981042654,0.6398104265402843,0.9763033175355451,51275.38671875,189881.0625,1.69420365801,0.605396,0.791307,0.868093,0.790346,0.9106000065803528,0.6162109375,0.62060546875
14570,4WLH_A_2ZJG_A_3_2,4WLH_A,0.5213270142180095,0.6895734597156398,0.9810426540284359,0.5213270142180095,0.6895734597156398,0.9810426540284359,52197.88671875,218630.078125,1.6991074028100002,0.632053,0.831627,0.9100879999999999,0.815642,0.9155263304710388,0.63916015625,0.6455078125
14571,4WLH_A_1B5P_A_3_2,4WLH_A,0.28199052132701424,0.4597156398104265,0.9739336492890996,0.28199052132701424,0.4597156398104265,0.9739336492890996,49355.69921875,128408.7734375,1.64788886372,0.564243,0.720037,0.7888609999999999,0.725205,0.7787317037582397,0.442626953125,0.5
14572,4WLH_A_1DJU_A_3_1,4WLH_A,0.2677725118483412,0.462085308056872,0.9786729857819904,0.2654028436018957,0.4502369668246445,0.9786729857819904,47910.19921875,125959.5625,1.6545310215399998,0.544962,0.74158,0.803688,0.732074,0.7779517173767091,0.44775390625,0.5146484375
14573,4WLH_A_6F77_B_2_5,4WLH_A,0.24881516587677724,0.4336492890995261,0.9360189573459716,0.24881516587677724,0.4336492890995261,0.9360189573459716,45219.93359375,38331.15625,1.6311485137900001,0.45093,0.636817,0.64923,0.606576,0.7207611203193665,0.350341796875,0.46533203125
14574,4WLH_A_2ZJG_A_3_1,4WLH_A,0.5213270142180095,0.6895734597156398,0.9810426540284359,0.5213270142180095,0.6895734597156398,0.9810426540284359,52033.6875,210820.53125,1.70200698232,0.632559,0.81635,0.911134,0.8126800000000001,0.9153352975845336,0.61962890625,0.62744140625
14575,4WLH_A_1YIZ_A_3_1,4WLH_A,0.4691943127962086,0.6374407582938388,0.9786729857819904,0.4691943127962086,0.6374407582938388,0.9786729857819904,51587.08984375,198196.921875,1.69155496322,0.605147,0.80299,0.884249,0.798042,0.9160509705543518,0.60595703125,0.61181640625
14576,4WLH_A_6F77_B_2_4,4WLH_A,0.24881516587677724,0.4336492890995261,0.9360189573459716,0.24881516587677724,0.4336492890995261,0.9360189573459716,46178.44921875,46660.40234375,1.66156887656,0.431594,0.600332,0.6677029999999999,0.6208,0.700019896030426,0.37158203125,0.46484375
14577,4WLH_A_1O4S_A_3_1,4WLH_A,0.25829383886255924,0.4431279620853081,0.9763033175355451,0.25829383886255924,0.4431279620853081,0.9763033175355451,47169.296875,135458.1875,1.6578439459299998,0.515704,0.694808,0.76949,0.718943,0.7658389210700989,0.4560546875,0.50439453125
14578,4WLH_A_1DJU_A_2_3,4WLH_A,0.26303317535545023,0.4431279620853081,0.9312796208530806,0.2606635071090048,0.44075829383886256,0.924170616113744,47148.55859375,100612.8359375,1.629548187,0.4839699999999999,0.6182989999999999,0.749316,0.664473,0.7968587875366211,0.409912109375,0.498291015625
14579,4WLH_A_1GD9_A_3_2,4WLH_A,0.2654028436018957,0.462085308056872,0.9786729857819904,0.2654028436018957,0.462085308056872,0.9786729857819904,49309.203125,116256.6953125,1.63689432229,0.545981,0.747041,0.791383,0.736677,0.8336793184280396,0.46142578125,0.5322265625
14580,4WLH_A_1DJU_A_3_4,4WLH_A,0.2677725118483412,0.462085308056872,0.9786729857819904,0.2654028436018957,0.4502369668246445,0.9786729857819904,47815.49609375,129516.9296875,1.6165567074399998,0.504785,0.696677,0.754595,0.7093430000000001,0.7855181097984314,0.453857421875,0.5283203125
14581,4WLH_A_1B5P_A_3_3,4WLH_A,0.28199052132701424,0.4597156398104265,0.9739336492890996,0.28199052132701424,0.4597156398104265,0.9739336492890996,48754.48828125,131967.9375,1.6657392608300001,0.5445,0.72113,0.775188,0.71997,0.7852121591567993,0.443115234375,0.513671875
14582,4WLH_A_1U08_A_2_4,4WLH_A,0.3009478672985782,0.4810426540284361,0.9810426540284359,0.3009478672985782,0.4810426540284361,0.9810426540284359,49191.4375,158406.734375,1.6847589160299998,0.535092,0.747795,0.798709,0.719603,0.8056238293647766,0.489013671875,0.5185546875
14583,4WLH_A_1GD9_A_2_1,4WLH_A,0.2606635071090048,0.4431279620853081,0.9312796208530806,0.2606635071090048,0.4431279620853081,0.9312796208530806,47813.1328125,29402.376953125,1.62096935156,0.510188,0.670856,0.7769560000000001,0.7082930000000001,0.7761157155036926,0.4150390625,0.499755859375
14584,4WLH_A_1U08_A_2_1,4WLH_A,0.3009478672985782,0.4810426540284361,0.9810426540284359,0.3009478672985782,0.4810426540284361,0.9810426540284359,49702.72265625,173922.921875,1.68249578542,0.535288,0.705531,0.82121,0.745159,0.8052999973297119,0.493896484375,0.52197265625
14585,4WLH_A_1B5P_A_2_5,4WLH_A,0.2843601895734597,0.4668246445497629,0.9739336492890996,0.2843601895734597,0.4668246445497629,0.9739336492890996,48575.9453125,136634.84375,1.61858308364,0.538799,0.731943,0.763266,0.704088,0.7859756946563721,0.422607421875,0.505859375
14586,4WLH_A_1DJU_A_2_4,4WLH_A,0.26303317535545023,0.4431279620853081,0.9312796208530806,0.2606635071090048,0.44075829383886256,0.924170616113744,46966.09765625,117692.1171875,1.62777959863,0.486809,0.6325729999999999,0.7340800000000001,0.644249,0.7820265293121338,0.421630859375,0.49169921875
14587,4WLH_A_1DJU_A_2_5,4WLH_A,0.26303317535545023,0.4431279620853081,0.9312796208530806,0.2606635071090048,0.44075829383886256,0.924170616113744,47300.2265625,149281.59375,1.66668188303,0.497895,0.649315,0.771785,0.64376,0.7843716144561768,0.462158203125,0.49609375
14588,4WLH_A_1YIY_A_2_5,4WLH_A,0.4739336492890995,0.6398104265402843,0.9763033175355451,0.4739336492890995,0.6398104265402843,0.9763033175355451,51515.92578125,203595.734375,1.7126437522600002,0.591697,0.790323,0.876641,0.7936989999999999,0.9183797836303712,0.64501953125,0.6416015625
14589,4WLH_A_5VEH_A_1_1,4WLH_A,0.471563981042654,0.6398104265402843,0.9763033175355451,0.4691943127962086,0.6350710900473934,0.9763033175355451,52578.73828125,205898.484375,1.7116868114500001,0.633559,0.818842,0.900909,0.806247,0.9120877981185912,0.65576171875,0.634765625
14590,4WLH_A_1O4S_A_3_2,4WLH_A,0.25829383886255924,0.4431279620853081,0.9763033175355451,0.25829383886255924,0.4431279620853081,0.9763033175355451,48181.6328125,137384.0,1.64918540875,0.541996,0.715752,0.7906890000000001,0.719503,0.7686260342597961,0.478515625,0.5029296875
14591,4WLH_A_1GD9_A_3_3,4WLH_A,0.2654028436018957,0.462085308056872,0.9786729857819904,0.2654028436018957,0.462085308056872,0.9786729857819904,49521.5625,106161.234375,1.6543209447,0.5428029999999999,0.755688,0.7889010000000001,0.7414229999999999,0.8281809687614441,0.462646484375,0.5341796875
14592,4WPG_A_1BXK_A_2_2,4WPG_A,0.22145328719723184,0.3910034602076125,0.9896193771626296,0.2110726643598616,0.3806228373702422,0.9896193771626296,28175.591796875,87561.8515625,1.4930179728100001,0.335431,0.5360229999999999,0.6646850000000001,0.5236109999999999,0.4798280000686646,0.374755859375,0.477294921875
14593,4WPG_A_2PZK_A_2_2,4WPG_A,0.2110726643598616,0.3079584775086505,0.8754325259515571,0.2041522491349481,0.30103806228373703,0.8650519031141869,26101.2265625,61317.7265625,1.52104061064,0.31402800000000003,0.4522,0.562873,0.380625,0.4814899265766144,0.35595703125,0.448486328125
14594,4WPG_A_6ZL6_A_3_3,4WPG_A,0.2041522491349481,0.3494809688581315,0.9688581314878892,0.2041522491349481,0.3494809688581315,0.9688581314878892,28684.42578125,91735.1875,1.51303682287,0.4194859999999999,0.623005,0.739795,0.5717720000000001,0.6281439661979675,0.396484375,0.52001953125
14595,4WPG_A_4ZRM_A_2_5,4WPG_A,0.2352941176470588,0.4117647058823529,0.9965397923875432,0.2318339100346021,0.4048442906574394,0.9826989619377162,28683.587890625,95322.09375,1.5651014722499998,0.340457,0.609446,0.735422,0.537039,0.5862253308296204,0.411865234375,0.5068359375
14596,4WPG_A_2P5U_A_2_2,4WPG_A,0.2352941176470588,0.4048442906574394,0.9826989619377162,0.2352941176470588,0.4048442906574394,0.9826989619377162,28262.138671875,61068.91796875,1.49897302149,0.386416,0.547191,0.653172,0.538257,0.4480305314064026,0.357177734375,0.454345703125
14597,4WPG_A_6ZL6_A_3_5,4WPG_A,0.2041522491349481,0.3494809688581315,0.9688581314878892,0.2041522491349481,0.3494809688581315,0.9688581314878892,28838.83203125,91866.2734375,1.5395223983300002,0.449374,0.640676,0.735838,0.568667,0.6432976126670837,0.407958984375,0.52197265625
14598,4WPG_A_4NDN_E_1_2,4WPG_A,0.2560553633217993,0.4221453287197232,0.9134948096885812,0.2560553633217993,0.4221453287197232,0.9134948096885812,27620.5234375,17482.109375,1.50034757766,0.386231,0.575712,0.648234,0.5278390000000001,0.6490186452865601,0.443115234375,0.54541015625
14599,4WPG_A_3SC6_A_1_4,4WPG_A,0.38408304498269896,0.5674740484429066,0.9653979238754326,0.38408304498269896,0.5674740484429066,0.9653979238754326,32277.279296875,127715.6640625,1.65069306722,0.540798,0.727701,0.877491,0.7236859999999999,0.9085169434547424,0.634765625,0.673828125
14600,4WPG_A_4ZRM_A_2_4,4WPG_A,0.2352941176470588,0.4117647058823529,0.9965397923875432,0.2318339100346021,0.4048442906574394,0.9826989619377162,28557.1953125,89096.5,1.5594981106799999,0.37769400000000003,0.576576,0.685342,0.531699,0.5843472480773926,0.417724609375,0.515625
14601,4WPG_A_5Z75_A_3_5,4WPG_A,0.22491349480968856,0.370242214532872,0.9965397923875432,0.22145328719723184,0.3667820069204152,0.9896193771626296,29329.85546875,73209.2578125,1.4403125410100002,0.458441,0.626622,0.732109,0.565155,0.5276035666465759,0.344482421875,0.488037109375
14602,4WPG_A_4ZRM_A_2_2,4WPG_A,0.2352941176470588,0.4117647058823529,0.9965397923875432,0.2318339100346021,0.4048442906574394,0.9826989619377162,28982.48828125,105863.046875,1.59383658571,0.363953,0.598033,0.7188180000000001,0.536447,0.6024094223976135,0.408935546875,0.50927734375
14603,4WPG_A_7JID_A_2_5,4WPG_A,0.2110726643598616,0.3979238754325259,0.986159169550173,0.20069204152249132,0.3875432525951557,0.9688581314878892,28646.041015625,423.4373779296875,1.4929722111300001,0.430119,0.675845,0.670904,0.5641189999999999,0.6600871086120605,0.335205078125,0.490478515625
14604,4WPG_A_4NDN_E_1_3,4WPG_A,0.2560553633217993,0.4221453287197232,0.9134948096885812,0.2560553633217993,0.4221453287197232,0.9134948096885812,27631.095703125,50802.01171875,1.5351899007299998,0.424097,0.605015,0.6579689999999999,0.545847,0.6589851379394531,0.4326171875,0.546875
14605,4WPG_A_6BWL_A_3_2,4WPG_A,0.20761245674740486,0.3737024221453287,0.9826989619377162,0.2041522491349481,0.370242214532872,0.9792387543252596,28879.279296875,100639.859375,1.5485800757400001,0.446891,0.6817989999999999,0.798219,0.632574,0.6501045823097229,0.424560546875,0.53515625
14606,4WPG_A_1VL0_A_1_2,4WPG_A,0.3979238754325259,0.5501730103806228,0.9550173010380624,0.3979238754325259,0.5501730103806228,0.9550173010380624,32170.22265625,105429.0625,1.64647735084,0.559341,0.747467,0.891359,0.744541,0.8853772282600403,0.58056640625,0.64794921875
14607,4WPG_A_2C20_A_3_4,4WPG_A,0.17647058823529413,0.3321799307958477,0.9342560553633218,0.17647058823529413,0.328719723183391,0.9307958477508652,27782.328125,66793.609375,1.54884189282,0.3917199999999999,0.573321,0.7267399999999999,0.549293,0.6425682306289673,0.3681640625,0.492431640625
14608,4WPG_A_6WJB_A_3_4,4WPG_A,0.1833910034602076,0.31833910034602075,0.9723183391003459,0.1833910034602076,0.31833910034602075,0.9723183391003459,28016.255859375,74837.5234375,1.5102508987999999,0.392435,0.550505,0.649133,0.505945,0.5420459508895874,0.32666015625,0.461669921875
14609,4WPG_A_4TWR_A_2_2,4WPG_A,0.2110726643598616,0.328719723183391,0.8719723183391004,0.2110726643598616,0.328719723183391,0.8719723183391004,25856.71875,45671.30859375,1.5065398952200002,0.366687,0.530049,0.649779,0.501472,0.4269126653671265,0.3115234375,0.43505859375
14610,4WPG_A_5Z75_A_3_2,4WPG_A,0.22491349480968856,0.370242214532872,0.9965397923875432,0.22145328719723184,0.3667820069204152,0.9896193771626296,29320.369140625,78259.7734375,1.4474909315,0.4150689999999999,0.57605,0.660683,0.539162,0.5308571457862854,0.349609375,0.4873046875
14611,4WPG_A_6BWL_A_3_3,4WPG_A,0.20761245674740486,0.3737024221453287,0.9826989619377162,0.2041522491349481,0.370242214532872,0.9792387543252596,29202.333984375,98533.359375,1.5523028907499998,0.44578900000000005,0.681226,0.764612,0.658687,0.6534674167633057,0.410400390625,0.53271484375
14612,4WPG_A_2HUN_A_3_3,4WPG_A,0.17647058823529413,0.3667820069204152,0.9930795847750864,0.17647058823529413,0.3667820069204152,0.9896193771626296,28646.380859375,84746.1875,1.5093593059900001,0.341143,0.554718,0.658188,0.520506,0.5515249967575073,0.39794921875,0.484130859375
14613,4WPG_A_1R66_A_3_2,4WPG_A,0.16262975778546712,0.30103806228373703,0.9688581314878892,0.16262975778546712,0.30103806228373703,0.9688581314878892,28975.46484375,80478.6484375,1.5585067327200002,0.419571,0.6404850000000001,0.705956,0.581546,0.5897551774978638,0.35400390625,0.49658203125
14614,4WPG_A_5U9C_A_1_4,4WPG_A,0.2837370242214533,0.42560553633218,0.8615916955017301,0.2837370242214533,0.42560553633218,0.8615916955017301,26016.150390625,102397.875,1.5242351012900002,0.388639,0.554761,0.678571,0.499296,0.5508183240890503,0.4296875,0.480224609375
14615,4WPG_A_3SC6_A_1_3,4WPG_A,0.38408304498269896,0.5674740484429066,0.9653979238754326,0.38408304498269896,0.5674740484429066,0.9653979238754326,32059.724609375,124067.6484375,1.6391383136200002,0.554018,0.74383,0.891785,0.7555729999999999,0.8981684446334839,0.640625,0.6875
14616,4WPG_A_6VLO_A_3_4,4WPG_A,0.19377162629757785,0.3633217993079585,0.9965397923875432,0.1903114186851211,0.3598615916955017,0.9930795847750864,29203.52734375,101793.4296875,1.54182364248,0.399572,0.605408,0.684184,0.54669,0.5283647775650024,0.420166015625,0.496337890625
14617,4WPG_A_1VL0_A_1_3,4WPG_A,0.3979238754325259,0.5501730103806228,0.9550173010380624,0.3979238754325259,0.5501730103806228,0.9550173010380624,31507.76953125,120572.78125,1.6351998412399995,0.530944,0.7288140000000001,0.871885,0.7296729999999999,0.8881694674491882,0.6005859375,0.66064453125
14618,4WPG_A_7JID_A_2_2,4WPG_A,0.2110726643598616,0.3979238754325259,0.986159169550173,0.20069204152249132,0.3875432525951557,0.9688581314878892,29451.25390625,17942.685546875,1.45881545054,0.4272479999999999,0.6493979999999999,0.670728,0.5698840000000001,0.6743884682655334,0.353759765625,0.491455078125
14619,4WPG_A_5Z75_A_3_1,4WPG_A,0.22491349480968856,0.370242214532872,0.9965397923875432,0.22145328719723184,0.3667820069204152,0.9896193771626296,29573.279296875,75398.484375,1.44488320035,0.43523900000000004,0.5825859999999999,0.639538,0.537974,0.5368109345436096,0.3447265625,0.490234375
14620,4WPG_A_2GGS_A_1_5,4WPG_A,0.30103806228373703,0.4602076124567474,0.8961937716262975,0.30103806228373703,0.4602076124567474,0.8961937716262975,27284.59765625,75424.4609375,1.5149841186700002,0.43825200000000003,0.611243,0.760583,0.595542,0.6590616703033447,0.39697265625,0.52490234375
14621,4WPG_A_3AW9_A_2_2,4WPG_A,0.2179930795847751,0.3633217993079585,0.9169550173010379,0.2179930795847751,0.3598615916955017,0.9169550173010379,25735.8828125,71136.828125,1.50251978961,0.364754,0.5102869999999999,0.624509,0.469125,0.4499619901180267,0.331298828125,0.44287109375
14622,4WPG_A_2PZK_A_2_1,4WPG_A,0.2110726643598616,0.3079584775086505,0.8754325259515571,0.2041522491349481,0.30103806228373703,0.8650519031141869,25328.064453125,31992.21875,1.50643700466,0.301054,0.473605,0.594121,0.379839,0.4931738376617432,0.353271484375,0.446533203125
14623,4WPG_A_3SC6_A_1_5,4WPG_A,0.38408304498269896,0.5674740484429066,0.9653979238754326,0.38408304498269896,0.5674740484429066,0.9653979238754326,32104.322265625,127745.6484375,1.634654415,0.5465810000000001,0.74357,0.884917,0.733382,0.9024258852005004,0.6416015625,0.6845703125
14624,4WPG_A_2P5U_A_2_3,4WPG_A,0.2352941176470588,0.4048442906574394,0.9826989619377162,0.2352941176470588,0.4048442906574394,0.9826989619377162,27296.78515625,54748.46484375,1.5095885196799999,0.366048,0.532574,0.6260180000000001,0.536748,0.4496589303016663,0.36474609375,0.45068359375
14625,4WPG_A_2P5U_A_2_4,4WPG_A,0.2352941176470588,0.4048442906574394,0.9826989619377162,0.2352941176470588,0.4048442906574394,0.9826989619377162,27563.900390625,54106.734375,1.49775947831,0.379081,0.556663,0.610065,0.531654,0.4667924344539642,0.365966796875,0.453857421875
