,Model,Target,Template,GDT_TS,GDT_HA,SeqLength,identity,positive,coverage,identity(-misres),positive(-misres),coverage(-misres),num_misres
15885,5GXE_A_1O89_A_1_1,5GXE_A,1O89_A_1,0.7976,0.6201,331,170,225,320,167,222,319,4
15886,5GXE_A_1WLY_A_3_2,5GXE_A,1WLY_A_3,0.5665,0.3474,331,73,124,330,71,121,329,11
15887,5GXE_A_3KRT_A_2_4,5GXE_A,3KRT_A_2,0.4645,0.3029,331,93,155,323,93,155,323,0
15888,5GXE_A_6NA4_A_1_5,5GXE_A,6NA4_A_1,0.4184,0.287,331,71,103,200,71,103,200,0
15889,5GXE_A_4DUP_A_3_1,5GXE_A,4DUP_A_3,0.5718,0.3663,331,68,118,316,68,118,316,6
15890,5GXE_A_1RJW_A_2_3,5GXE_A,1RJW_A_2,0.5823,0.3761,331,84,135,318,84,135,318,0
15891,5GXE_A_3NX4_A_1_3,5GXE_A,3NX4_A_1,0.9192,0.784,331,169,215,320,169,215,320,7
15892,5GXE_A_4W6Z_A_1_5,5GXE_A,4W6Z_A_1,0.4653,0.3066,331,63,108,236,63,108,236,0
15893,5GXE_A_1XA0_A_1_1,5GXE_A,1XA0_A_1,0.8467,0.6843,331,168,221,325,166,217,325,15
15894,5GXE_A_1XA0_A_1_3,5GXE_A,1XA0_A_1,0.8482,0.6866,331,168,221,325,166,217,325,15
15895,5GXE_A_3S1L_A_2_1,5GXE_A,3S1L_A_2,0.54,0.3316,331,77,137,319,77,137,319,0
15896,5GXE_A_1HSO_A_3_4,5GXE_A,1HSO_A_3,0.537,0.3218,331,58,112,312,58,112,312,0
15897,5GXE_A_3NX4_A_1_2,5GXE_A,3NX4_A_1,0.9169,0.7863,331,169,215,320,169,215,320,7
15898,5GXE_A_1XA0_A_1_4,5GXE_A,1XA0_A_1,0.8452,0.6798,331,168,221,325,166,217,325,15
15899,5GXE_A_4Z6K_A_2_1,5GXE_A,4Z6K_A_2,0.5695,0.3663,331,65,130,311,65,130,311,0
15900,5GXE_A_3KRT_A_2_3,5GXE_A,3KRT_A_2,0.4675,0.3059,331,93,155,323,93,155,323,0
15901,5GXE_A_1HDY_A_3_4,5GXE_A,1HDY_A_3,0.5415,0.3301,331,60,114,314,60,114,314,0
15902,5GXE_A_5K1S_A_3_1,5GXE_A,5K1S_A_3,0.5808,0.3761,331,71,119,327,71,119,327,0
15903,5GXE_A_3NX4_A_1_5,5GXE_A,3NX4_A_1,0.9154,0.7893,331,169,215,320,169,215,320,7
15904,5GXE_A_1RJW_A_2_2,5GXE_A,1RJW_A_2,0.5929,0.3829,331,84,135,318,84,135,318,0
15905,5GXE_A_3MEQ_A_1_1,5GXE_A,3MEQ_A_1,0.5604,0.3542,331,84,144,308,84,144,308,0
15906,5GXE_A_5K1S_A_3_2,5GXE_A,5K1S_A_3,0.5831,0.3792,331,71,119,327,71,119,327,0
15907,5GXE_A_3HZZ_A_2_1,5GXE_A,3HZZ_A_2,0.4607,0.2923,331,91,155,323,90,154,322,1
15908,5GXE_A_1YB5_A_3_1,5GXE_A,1YB5_A_3,0.5801,0.3784,331,65,123,314,65,122,313,1
15909,5GXE_A_1IYZ_A_1_4,5GXE_A,1IYZ_A_1,0.4237,0.2757,331,77,108,248,76,107,248,3
15910,5GXE_A_6N7L_A_2_4,5GXE_A,6N7L_A_2,0.5718,0.3678,331,72,134,323,72,134,323,0
15911,5GXE_A_4EEX_A_2_1,5GXE_A,4EEX_A_2,0.5347,0.3391,331,73,132,308,73,132,308,0
15912,5GXE_A_1RJW_A_2_4,5GXE_A,1RJW_A_2,0.5838,0.3769,331,84,135,318,84,135,318,0
15913,5GXE_A_4JXK_A_2_5,5GXE_A,4JXK_A_2,0.8036,0.6148,331,159,213,327,159,213,327,0
15914,5GXE_A_4JXK_A_3_1,5GXE_A,4JXK_A_3,0.8044,0.6171,331,159,211,327,159,211,327,0
15915,5GXE_A_3PII_A_3_5,5GXE_A,3PII_A_3,0.5831,0.3724,331,78,127,318,78,127,318,0
15916,5GXE_A_4Z6K_A_3_4,5GXE_A,4Z6K_A_3,0.5861,0.3807,331,65,128,315,65,128,315,0
15917,5GXE_A_1XA0_A_2_3,5GXE_A,1XA0_A_2,0.8474,0.6888,331,168,221,327,166,217,327,15
15918,5GXE_A_3PII_A_2_4,5GXE_A,3PII_A_2,0.5846,0.3716,331,84,134,318,84,134,318,0
15919,5GXE_A_3MEQ_A_3_1,5GXE_A,3MEQ_A_3,0.5725,0.3565,331,75,136,318,75,136,318,0
15920,5GXE_A_4Z6K_A_3_3,5GXE_A,4Z6K_A_3,0.5937,0.3852,331,65,128,315,65,128,315,0
15921,5GXE_A_6IQD_A_3_1,5GXE_A,6IQD_A_3,0.602,0.3867,331,76,127,317,76,127,316,1
15922,5GXE_A_3MEQ_A_3_5,5GXE_A,3MEQ_A_3,0.5763,0.3618,331,75,136,318,75,136,318,0
15923,5GXE_A_6IQD_A_3_5,5GXE_A,6IQD_A_3,0.5891,0.3754,331,76,127,317,76,127,316,1
15924,5GXE_A_3PII_A_3_4,5GXE_A,3PII_A_3,0.5959,0.3829,331,78,127,318,78,127,318,0
15925,5GXE_A_3PII_A_3_2,5GXE_A,3PII_A_3,0.5869,0.3739,331,78,127,318,78,127,318,0
15926,5GXE_A_6IQD_A_3_2,5GXE_A,6IQD_A_3,0.5929,0.3792,331,76,127,317,76,127,316,1
15927,5GXE_A_1RJW_A_3_1,5GXE_A,1RJW_A_3,0.5831,0.3746,331,78,128,318,78,128,318,0
15928,5GXE_A_3S1L_A_3_5,5GXE_A,3S1L_A_3,0.5876,0.3701,331,76,135,329,76,135,329,0
15929,5GXE_A_4JXK_A_2_1,5GXE_A,4JXK_A_2,0.8044,0.6163,331,159,213,327,159,213,327,0
15930,5GXE_A_6N7L_A_3_5,5GXE_A,6N7L_A_3,0.5657,0.3542,331,65,123,315,65,123,315,0
15931,5GXE_A_1RJW_A_3_4,5GXE_A,1RJW_A_3,0.5914,0.386,331,78,128,318,78,128,318,0
15932,5GXE_A_1XA0_A_2_1,5GXE_A,1XA0_A_2,0.8482,0.6858,331,168,221,327,166,217,327,15
15933,5GXE_A_3PII_A_2_2,5GXE_A,3PII_A_2,0.5838,0.3716,331,84,134,318,84,134,318,0
15934,5GXE_A_3PII_A_3_3,5GXE_A,3PII_A_3,0.5891,0.3784,331,78,127,318,78,127,318,0
15935,5GXE_A_6N7L_A_3_1,5GXE_A,6N7L_A_3,0.5612,0.35200000000000004,331,65,123,315,65,123,315,0
15936,5GXE_A_1TT7_A_2_5,5GXE_A,1TT7_A_2,0.8807,0.6926,331,155,213,328,155,213,328,4
15937,5GXE_A_4JXK_A_3_5,5GXE_A,4JXK_A_3,0.8029,0.6148,331,159,211,327,159,211,327,0
15938,5GXE_A_6IQD_A_3_4,5GXE_A,6IQD_A_3,0.5952,0.3844,331,76,127,317,76,127,316,1
15939,5GXE_A_4JXK_A_3_2,5GXE_A,4JXK_A_3,0.7961,0.608,331,159,211,327,159,211,327,0
15940,5GXE_A_1XA0_A_2_5,5GXE_A,1XA0_A_2,0.8482,0.6873,331,168,221,327,166,217,327,15
15941,5GXE_A_1RJW_A_3_3,5GXE_A,1RJW_A_3,0.5952,0.3875,331,78,128,318,78,128,318,0
15942,5GXE_A_1RJW_A_3_5,5GXE_A,1RJW_A_3,0.5944,0.3905,331,78,128,318,78,128,318,0
15943,5GXE_A_3S1L_A_3_2,5GXE_A,3S1L_A_3,0.5906,0.3724,331,76,135,329,76,135,329,0
15944,5GXE_A_3PII_A_3_1,5GXE_A,3PII_A_3,0.5838,0.3746,331,78,127,318,78,127,318,0
15945,5GXE_A_6Z42_A_3_2,5GXE_A,6Z42_A_3,0.5695,0.3595,331,73,134,330,71,129,327,7
15946,5GXE_A_3PII_A_2_3,5GXE_A,3PII_A_2,0.5823,0.3731,331,84,134,318,84,134,318,0
15947,5GXE_A_3MEQ_A_2_4,5GXE_A,3MEQ_A_2,0.5559,0.3452,331,80,145,321,80,145,321,0
15948,5GXE_A_1TT7_A_2_1,5GXE_A,1TT7_A_2,0.8754,0.6911,331,155,213,328,155,213,328,4
15949,5GXE_A_1RJW_A_3_2,5GXE_A,1RJW_A_3,0.5929,0.3844,331,78,128,318,78,128,318,0
15950,5GXE_A_4Z6K_A_3_2,5GXE_A,4Z6K_A_3,0.5861,0.3769,331,65,128,315,65,128,315,0
15951,5GXE_A_6Z42_A_3_5,5GXE_A,6Z42_A_3,0.5710000000000001,0.3633,331,73,134,330,71,129,327,7
15952,5GXE_A_3MEQ_A_3_4,5GXE_A,3MEQ_A_3,0.5801,0.3678,331,75,136,318,75,136,318,0
15953,5GXE_A_4JXK_A_3_3,5GXE_A,4JXK_A_3,0.8014,0.611,331,159,211,327,159,211,327,0
15954,5GXE_A_6Z42_A_3_3,5GXE_A,6Z42_A_3,0.5853,0.3708,331,73,134,330,71,129,327,7
15955,5GXE_A_3S1L_A_3_4,5GXE_A,3S1L_A_3,0.5846,0.3656,331,76,135,329,76,135,329,0
15956,5GXE_A_3S1L_A_3_1,5GXE_A,3S1L_A_3,0.5884,0.3693,331,76,135,329,76,135,329,0
15957,5GXE_A_3S1L_A_3_3,5GXE_A,3S1L_A_3,0.5884,0.3701,331,76,135,329,76,135,329,0
15958,5GXE_A_6IQD_A_3_3,5GXE_A,6IQD_A_3,0.5959,0.3837,331,76,127,317,76,127,316,1
15959,5ICQ_A_4ONY_A_1_1,5ICQ_A,4ONY_A_1,0.8134,0.6272,610,291,400,575,291,400,575,0
15960,5ICQ_A_1UQW_A_3_2,5ICQ_A,1UQW_A_3,0.4335,0.2438,610,91,165,551,89,163,541,19
15961,5ICQ_A_3M8U_A_3_4,5ICQ_A,3M8U_A_3,0.4177,0.2342,610,87,174,535,87,174,535,0
15962,5ICQ_A_1UQW_A_3_1,5ICQ_A,1UQW_A_3,0.4327,0.2416,610,91,165,551,89,163,541,19
15963,5ICQ_A_5U4O_A_2_4,5ICQ_A,5U4O_A_2,0.4327,0.2518,610,88,167,512,87,165,509,18
15964,5ICQ_A_3QIM_A_2_5,5ICQ_A,3QIM_A_2,0.4195,0.239,610,94,173,535,94,173,535,0
15965,5ICQ_A_5ISU_A_2_4,5ICQ_A,5ISU_A_2,0.4093,0.2298,610,93,171,514,92,170,510,4
15966,5ICQ_A_3TPA_A_2_3,5ICQ_A,3TPA_A_2,0.4274,0.2588,610,88,183,526,87,182,525,1
15967,5ICQ_A_5ISU_A_2_2,5ICQ_A,5ISU_A_2,0.4027,0.22399999999999998,610,93,171,514,92,170,510,4
15968,5ICQ_A_4QFK_A_3_1,5ICQ_A,4QFK_A_3,0.4419,0.2584,610,88,170,539,87,168,535,4
15969,5ICQ_A_4QFK_A_3_4,5ICQ_A,4QFK_A_3,0.4393,0.257,610,88,170,539,87,168,535,4
15970,5ICQ_A_3M8U_A_3_2,5ICQ_A,3M8U_A_3,0.4168,0.2355,610,87,174,535,87,174,535,0
15971,5ICQ_A_1UQW_A_3_5,5ICQ_A,1UQW_A_3,0.4349,0.2447,610,91,165,551,89,163,541,19
15972,5ICQ_A_5ISU_A_2_5,5ICQ_A,5ISU_A_2,0.4071,0.2267,610,93,171,514,92,170,510,4
15973,5ICQ_A_4ONY_A_1_4,5ICQ_A,4ONY_A_1,0.8187,0.6342,610,291,400,575,291,400,575,0
15974,5ICQ_A_3TPA_A_2_5,5ICQ_A,3TPA_A_2,0.4234,0.2566,610,88,183,526,87,182,525,1
15975,5ICQ_A_4ONY_A_1_5,5ICQ_A,4ONY_A_1,0.8138,0.6281,610,291,400,575,291,400,575,0
15976,5ICQ_A_3TPA_A_2_2,5ICQ_A,3TPA_A_2,0.4234,0.2575,610,88,183,526,87,182,525,1
15977,5ICQ_A_5ISU_A_2_3,5ICQ_A,5ISU_A_2,0.4071,0.2245,610,93,171,514,92,170,510,4
15978,5ICQ_A_4ONY_A_1_2,5ICQ_A,4ONY_A_1,0.8059,0.6193,610,291,400,575,291,400,575,0
15979,5ICQ_A_5U4O_A_2_3,5ICQ_A,5U4O_A_2,0.4415,0.2575,610,88,167,512,87,165,509,18
15980,5ICQ_A_5U4O_A_2_5,5ICQ_A,5U4O_A_2,0.4256,0.2438,610,88,167,512,87,165,509,18
15981,5ICQ_A_4QFK_A_3_2,5ICQ_A,4QFK_A_3,0.4503,0.2667,610,88,170,539,87,168,535,4
15982,5ICQ_A_3M8U_A_3_3,5ICQ_A,3M8U_A_3,0.4155,0.2293,610,87,174,535,87,174,535,0
15983,5ICQ_A_3QIM_A_2_3,5ICQ_A,3QIM_A_2,0.4124,0.235,610,94,173,535,94,173,535,0
15984,5ICQ_A_3QIM_A_2_2,5ICQ_A,3QIM_A_2,0.4142,0.2337,610,94,173,535,94,173,535,0
15985,5ICQ_A_1UQW_A_3_3,5ICQ_A,1UQW_A_3,0.4388,0.2487,610,91,165,551,89,163,541,19
15986,5ICQ_A_3M8U_A_3_5,5ICQ_A,3M8U_A_3,0.4159,0.2315,610,87,174,535,87,174,535,0
15987,5ICQ_A_4ONY_A_1_3,5ICQ_A,4ONY_A_1,0.82,0.6294,610,291,400,575,291,400,575,0
15988,5ICQ_A_5U4O_A_2_2,5ICQ_A,5U4O_A_2,0.4432,0.2636,610,88,167,512,87,165,509,18
15989,5ICQ_A_3M8U_A_3_1,5ICQ_A,3M8U_A_3,0.4137,0.2306,610,87,174,535,87,174,535,0
15990,5ICQ_A_4TOZ_A_3_5,5ICQ_A,4TOZ_A_3,0.4124,0.2324,610,89,187,549,89,187,549,0
15991,5ICQ_A_3QIM_A_2_4,5ICQ_A,3QIM_A_2,0.4049,0.2254,610,94,173,535,94,173,535,0
15992,5ICQ_A_4QFK_A_3_3,5ICQ_A,4QFK_A_3,0.43,0.2487,610,88,170,539,87,168,535,4
15993,5ICQ_A_5ISU_A_2_1,5ICQ_A,5ISU_A_2,0.4058,0.2267,610,93,171,514,92,170,510,4
15994,5ICQ_A_3QIM_A_2_1,5ICQ_A,3QIM_A_2,0.4234,0.243,610,94,173,535,94,173,535,0
15995,5ICQ_A_5U4O_A_2_1,5ICQ_A,5U4O_A_2,0.4423,0.2614,610,88,167,512,87,165,509,18
15996,5ICQ_A_4QFK_A_3_5,5ICQ_A,4QFK_A_3,0.43,0.2469,610,88,170,539,87,168,535,4
15997,5ICQ_A_1UQW_A_3_4,5ICQ_A,1UQW_A_3,0.4344,0.2438,610,91,165,551,89,163,541,19
15998,5ICQ_A_5U4O_A_3_5,5ICQ_A,5U4O_A_3,0.4261,0.2403,610,90,172,546,89,170,541,20
15999,5ICQ_A_4ONY_A_3_2,5ICQ_A,4ONY_A_3,0.816,0.6316,610,285,395,578,285,395,578,0
16000,5ICQ_A_5U4O_A_3_1,5ICQ_A,5U4O_A_3,0.4313,0.2447,610,90,172,546,89,170,541,20
16001,5ICQ_A_1DPE_A_3_1,5ICQ_A,1DPE_A_3,0.4476,0.2645,610,84,171,540,84,171,540,0
16002,5ICQ_A_5U4O_A_3_3,5ICQ_A,5U4O_A_3,0.4375,0.2518,610,90,172,546,89,170,541,20
16003,5ICQ_A_1DPE_A_3_2,5ICQ_A,1DPE_A_3,0.4256,0.2469,610,84,171,540,84,171,540,0
16004,5ICQ_A_4ONY_A_3_4,5ICQ_A,4ONY_A_3,0.8173,0.6294,610,285,395,578,285,395,578,0
16005,5ICQ_A_1VR5_A_3_5,5ICQ_A,1VR5_A_3,0.4014,0.2179,610,98,177,539,98,177,539,9
16006,5ICQ_A_5U4O_A_3_2,5ICQ_A,5U4O_A_3,0.4313,0.2447,610,90,172,546,89,170,541,20
16007,5ICQ_A_1DPE_A_3_4,5ICQ_A,1DPE_A_3,0.4102,0.2342,610,84,171,540,84,171,540,0
16008,5ICQ_A_4ONY_A_3_3,5ICQ_A,4ONY_A_3,0.8248,0.636,610,285,395,578,285,395,578,0
16009,5ICQ_A_5U4O_A_3_4,5ICQ_A,5U4O_A_3,0.441,0.2544,610,90,172,546,89,170,541,20
16010,5ICQ_A_4ONY_A_3_1,5ICQ_A,4ONY_A_3,0.8156,0.6294,610,285,395,578,285,395,578,0
16011,5ICQ_A_1DPE_A_3_5,5ICQ_A,1DPE_A_3,0.4142,0.2386,610,84,171,540,84,171,540,0
16012,5ICQ_A_1DPE_A_3_3,5ICQ_A,1DPE_A_3,0.4287,0.2496,610,84,171,540,84,171,540,0
16013,5ICQ_A_4ONY_A_3_5,5ICQ_A,4ONY_A_3,0.8028,0.6171,610,285,395,578,285,395,578,0
16014,5IPY_A_2GV8_A_1_1,5IPY_A,2GV8_A_1,0.5191,0.3567,453,95,166,347,95,166,347,1
16015,5IPY_A_6KBW_A_1_2,5IPY_A,6KBW_A_1,0.9461,0.8174,453,235,317,445,235,317,445,0
16016,5IPY_A_5NMW_A_1_3,5IPY_A,5NMW_A_1,0.6449,0.4579,453,141,205,418,140,202,417,8
16017,5IPY_A_6HNS_A_1_4,5IPY_A,6HNS_A_1,0.9775,0.8865,453,285,346,446,283,344,444,2
16018,5IPY_A_5NMW_A_1_1,5IPY_A,5NMW_A_1,0.6388,0.4545,453,141,205,418,140,202,417,8
16019,5IPY_A_2GV8_A_1_2,5IPY_A,2GV8_A_1,0.514,0.3539,453,95,166,347,95,166,347,1
16020,5IPY_A_6KBW_A_1_4,5IPY_A,6KBW_A_1,0.9455,0.8157,453,235,317,445,235,317,445,0
16021,5IPY_A_2GV8_A_1_4,5IPY_A,2GV8_A_1,0.5169,0.3567,453,95,166,347,95,166,347,1
16022,5IPY_A_6WPU_A_1_1,5IPY_A,6WPU_A_1,0.5371,0.3545,453,121,195,419,121,195,419,0
16023,5IPY_A_6KBW_A_1_5,5IPY_A,6KBW_A_1,0.9461,0.8146,453,235,317,445,235,317,445,0
16024,5IPY_A_6KBW_A_1_3,5IPY_A,6KBW_A_1,0.9483,0.8242,453,235,317,445,235,317,445,0
16025,5IPY_A_5NMW_A_1_4,5IPY_A,5NMW_A_1,0.6483,0.4652,453,141,205,418,140,202,417,8
16026,5IPY_A_6KBW_A_1_1,5IPY_A,6KBW_A_1,0.9472,0.8185,453,235,317,445,235,317,445,0
16027,5IPY_A_6WPU_A_1_5,5IPY_A,6WPU_A_1,0.5461,0.364,453,121,195,419,121,195,419,0
16028,5IPY_A_6WPU_A_1_2,5IPY_A,6WPU_A_1,0.5393,0.3556,453,121,195,419,121,195,419,0
16029,5IPY_A_6WPU_A_1_3,5IPY_A,6WPU_A_1,0.5298,0.3494,453,121,195,419,121,195,419,0
16030,5IPY_A_5NMW_A_1_5,5IPY_A,5NMW_A_1,0.6534,0.4685,453,141,205,418,140,202,417,8
16031,5IPY_A_5NMW_A_1_2,5IPY_A,5NMW_A_1,0.6444,0.4596,453,141,205,418,140,202,417,8
16032,5IPY_A_2GV8_A_1_5,5IPY_A,2GV8_A_1,0.5247,0.3624,453,95,166,347,95,166,347,1
16033,5IPY_A_2GV8_A_1_3,5IPY_A,2GV8_A_1,0.5213,0.3607,453,95,166,347,95,166,347,1
16034,5IPY_A_6WPU_A_1_4,5IPY_A,6WPU_A_1,0.5354,0.3534,453,121,195,419,121,195,419,0
16035,5IPY_A_2XVE_A_1_5,5IPY_A,2XVE_A_1,0.9534,0.8197,453,289,352,447,288,351,445,2
16036,5IPY_A_6HNS_A_2_2,5IPY_A,6HNS_A_2,0.9775,0.8826,453,285,346,447,283,344,444,3
16037,5IPY_A_2GV8_A_3_2,5IPY_A,2GV8_A_3,0.5562,0.3815,453,95,165,377,95,165,377,3
16038,5IPY_A_2XVF_A_1_1,5IPY_A,2XVF_A_1,0.9354,0.7904,453,281,342,444,281,342,444,13
16039,5IPY_A_2GV8_A_2_4,5IPY_A,2GV8_A_2,0.5589999999999999,0.3871,453,99,173,377,99,173,377,3
16040,5IPY_A_1VQW_A_3_3,5IPY_A,1VQW_A_3,0.5556,0.3837,453,95,165,377,95,165,377,3
16041,5IPY_A_1VQW_A_3_2,5IPY_A,1VQW_A_3,0.5506,0.3787,453,95,165,377,95,165,377,3
16042,5IPY_A_2GV8_A_2_3,5IPY_A,2GV8_A_2,0.5343,0.3652,453,99,173,377,99,173,377,3
16043,5IPY_A_6KBW_A_2_5,5IPY_A,6KBW_A_2,0.9455,0.8174,453,235,317,447,235,317,446,1
16044,5IPY_A_2GV8_A_3_5,5IPY_A,2GV8_A_3,0.5652,0.3944,453,95,165,377,95,165,377,3
16045,5IPY_A_2GV8_A_3_4,5IPY_A,2GV8_A_3,0.5764,0.4062,453,95,165,377,95,165,377,3
16046,5IPY_A_2GV8_A_2_2,5IPY_A,2GV8_A_2,0.5303,0.3567,453,99,173,377,99,173,377,3
16047,5IPY_A_6WPU_A_3_2,5IPY_A,6WPU_A_3,0.5775,0.4017,453,117,194,419,117,194,419,0
16048,5IPY_A_6WPU_A_2_3,5IPY_A,6WPU_A_2,0.55,0.3669,453,117,193,419,117,193,419,0
16049,5IPY_A_1VQW_A_2_5,5IPY_A,1VQW_A_2,0.5264,0.3545,453,99,173,377,99,173,377,3
16050,5IPY_A_5NMW_A_3_1,5IPY_A,5NMW_A_3,0.6461,0.4567,453,140,202,418,139,199,417,8
16051,5IPY_A_2XVF_A_1_3,5IPY_A,2XVF_A_1,0.9421,0.8112,453,281,342,444,281,342,444,13
16052,5IPY_A_1VQW_A_2_1,5IPY_A,1VQW_A_2,0.5292,0.3596,453,99,173,377,99,173,377,3
16053,5IPY_A_2GV8_A_2_5,5IPY_A,2GV8_A_2,0.5315,0.3635,453,99,173,377,99,173,377,3
16054,5IPY_A_2XVF_A_3_1,5IPY_A,2XVF_A_3,0.9449,0.8096,453,280,341,446,280,341,445,14
16055,5IPY_A_2XVF_A_2_3,5IPY_A,2XVF_A_2,0.9444,0.8067,453,281,341,446,281,341,445,14
16056,5IPY_A_2XVI_A_1_1,5IPY_A,2XVI_A_1,0.9388,0.7916,453,288,351,447,287,350,445,2
16057,5IPY_A_2XVF_A_1_2,5IPY_A,2XVF_A_1,0.9348,0.7966,453,281,342,444,281,342,444,13
16058,5IPY_A_1VQW_A_3_5,5IPY_A,1VQW_A_3,0.5691,0.3961,453,95,165,377,95,165,377,3
16059,5IPY_A_6WPU_A_3_3,5IPY_A,6WPU_A_3,0.5674,0.3876,453,117,194,419,117,194,419,0
16060,5IPY_A_6WPU_A_2_4,5IPY_A,6WPU_A_2,0.5562,0.3725,453,117,193,419,117,193,419,0
16061,5IPY_A_6KBW_A_2_1,5IPY_A,6KBW_A_2,0.9466,0.8146,453,235,317,447,235,317,446,1
16062,5IPY_A_2XVI_A_1_4,5IPY_A,2XVI_A_1,0.9399,0.7909999999999999,453,288,351,447,287,350,445,2
16063,5IPY_A_5NMW_A_3_4,5IPY_A,5NMW_A_3,0.6556,0.4674,453,140,202,418,139,199,417,8
16064,5IPY_A_2GV8_A_3_1,5IPY_A,2GV8_A_3,0.5624,0.3871,453,95,165,377,95,165,377,3
16065,5IPY_A_2XLP_A_1_5,5IPY_A,2XLP_A_1,0.9725,0.8933,453,290,354,447,289,353,446,1
16066,5IPY_A_1VQW_A_3_4,5IPY_A,1VQW_A_3,0.5596,0.3871,453,95,165,377,95,165,377,3
16067,5IPY_A_6WPU_A_3_5,5IPY_A,6WPU_A_3,0.5736,0.3938,453,117,194,419,117,194,419,0
16068,5IPY_A_6HNS_A_2_3,5IPY_A,6HNS_A_2,0.977,0.8803,453,285,346,447,283,344,444,3
16069,5IPY_A_2XVF_A_2_1,5IPY_A,2XVF_A_2,0.9489,0.8112,453,281,341,446,281,341,445,14
16070,5IPY_A_2XVI_A_1_3,5IPY_A,2XVI_A_1,0.9371,0.7888,453,288,351,447,287,350,445,2
16071,5IPY_A_6WPU_A_3_1,5IPY_A,6WPU_A_3,0.5753,0.3972,453,117,194,419,117,194,419,0
16072,5IPY_A_2XLS_A_1_2,5IPY_A,2XLS_A_1,0.9719,0.8899,453,290,353,447,290,352,446,1
16073,5IPY_A_2XLS_A_1_3,5IPY_A,2XLS_A_1,0.9702,0.8803,453,290,353,447,290,352,446,1
16074,5IPY_A_2XVF_A_3_2,5IPY_A,2XVF_A_3,0.9433,0.8028,453,280,341,446,280,341,445,14
16075,5IPY_A_1VQW_A_2_3,5IPY_A,1VQW_A_2,0.5292,0.3601,453,99,173,377,99,173,377,3
16076,5IPY_A_5NMW_A_3_3,5IPY_A,5NMW_A_3,0.6427,0.4517,453,140,202,418,139,199,417,8
16077,5IPY_A_1VQW_A_2_2,5IPY_A,1VQW_A_2,0.5242,0.3517,453,99,173,377,99,173,377,3
16078,5IPY_A_2XLR_A_1_4,5IPY_A,2XLR_A_1,0.9685,0.8433,453,290,354,447,290,354,447,0
16079,5IPY_A_2XVI_A_1_5,5IPY_A,2XVI_A_1,0.9382,0.7933,453,288,351,447,287,350,445,2
16080,5IPY_A_1VQW_A_2_4,5IPY_A,1VQW_A_2,0.5281,0.3551,453,99,173,377,99,173,377,3
16081,5IPY_A_5NMW_A_3_5,5IPY_A,5NMW_A_3,0.6494,0.45899999999999996,453,140,202,418,139,199,417,8
16082,5IPY_A_1VQW_A_3_1,5IPY_A,1VQW_A_3,0.5663,0.3893,453,95,165,377,95,165,377,3
16083,5IPY_A_2GV8_A_2_1,5IPY_A,2GV8_A_2,0.5348,0.3635,453,99,173,377,99,173,377,3
16084,5IPY_A_6WPU_A_3_4,5IPY_A,6WPU_A_3,0.5764,0.3983,453,117,194,419,117,194,419,0
16085,5IPY_A_2XVF_A_2_2,5IPY_A,2XVF_A_2,0.9489,0.8079,453,281,341,446,281,341,445,14
16086,5IPY_A_6WPU_A_2_5,5IPY_A,6WPU_A_2,0.5573,0.3747,453,117,193,419,117,193,419,0
16087,5IPY_A_6WPU_A_2_1,5IPY_A,6WPU_A_2,0.5534,0.3697,453,117,193,419,117,193,419,0
16088,5IPY_A_2XVF_A_1_4,5IPY_A,2XVF_A_1,0.9433,0.8152,453,281,342,444,281,342,444,13
16089,5IPY_A_2XVF_A_1_5,5IPY_A,2XVF_A_1,0.9376,0.8006,453,281,342,444,281,342,444,13
16090,5IPY_A_5NMW_A_3_2,5IPY_A,5NMW_A_3,0.6393,0.4517,453,140,202,418,139,199,417,8
16091,5IPY_A_2XVI_A_1_2,5IPY_A,2XVI_A_1,0.9376,0.7949,453,288,351,447,287,350,445,2
16092,5IPY_A_2GV8_A_3_3,5IPY_A,2GV8_A_3,0.5674,0.3955,453,95,165,377,95,165,377,3
16093,5IPY_A_6WPU_A_2_2,5IPY_A,6WPU_A_2,0.5545,0.3725,453,117,193,419,117,193,419,0
16106,5JRY_A_6VWF_A_2_5,5JRY_A,6VWF_A_2,0.586,0.3873,485,144,221,463,124,197,463,44
16107,5JRY_A_4QJE_B_3_3,5JRY_A,4QJE_B_3,0.7925,0.5865,485,132,231,472,132,231,472,0
16108,5JRY_A_5J6B_A_1_4,5JRY_A,5J6B_A_1,0.9832,0.9355,485,429,466,485,425,462,481,4
16109,5JRY_A_4GO3_A_1_1,5JRY_A,4GO3_A_1,0.7343,0.5199,485,164,252,458,164,252,458,0
16110,5JRY_A_4WJ9_A_2_5,5JRY_A,4WJ9_A_2,0.7783,0.5655,485,141,222,469,141,222,469,0
16111,5JRY_A_5KF0_A_1_5,5JRY_A,5KF0_A_1,0.9843,0.9507,485,457,476,485,452,471,480,5
16112,5JRY_A_3PQA_A_1_4,5JRY_A,3PQA_A_1,0.805,0.6053,485,170,265,457,170,265,457,0
16113,5JRY_A_4QJE_B_3_4,5JRY_A,4QJE_B_3,0.7809,0.5755,485,132,231,472,132,231,472,0
16114,5JRY_A_4PZ2_A_3_1,5JRY_A,4PZ2_A_3,0.8103,0.6059,485,142,230,471,142,230,471,2
16115,5JRY_A_6VWF_A_2_3,5JRY_A,6VWF_A_2,0.674,0.4838,485,144,221,463,124,197,463,44
